Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards
1,Jamal Murray,25,20,20,799,12.3,26.1,0.473,3.8,9.5,0.396,8.6,16.6,0.517,0.545,4.8,5.2,0.926,1.0,6.2,7.2,9.0,1.9,0.3,3.2,2.6,33.2,120.0,111.0,
2,Nikola Jokić,27,20,20,789,14.6,26.7,0.548,2.3,4.9,0.461,12.4,21.8,0.568,0.591,7.2,9.0,0.799,4.4,12.9,17.3,12.2,1.4,1.3,4.5,4.4,38.7,129.0,108.0,Finals MVP-1
3,Aaron Gordon,27,20,20,713,7.2,13.9,0.518,1.3,3.3,0.391,5.9,10.6,0.557,0.564,3.2,4.9,0.652,3.5,5.1,8.6,3.7,0.8,0.9,1.4,4.1,18.9,126.0,113.0,
4,Kentavious Caldwell-Pope,29,20,20,671,5.6,12.3,0.457,2.7,7.0,0.38,3.0,5.3,0.557,0.565,2.2,2.7,0.829,1.1,3.9,4.9,2.3,2.0,1.0,1.1,3.6,16.1,121.0,111.0,
5,Michael Porter Jr.,24,20,20,654,7.7,18.2,0.423,3.6,10.2,0.351,4.1,8.0,0.515,0.521,1.8,2.3,0.793,1.6,11.0,12.6,2.4,0.8,0.9,0.7,3.3,20.8,116.0,111.0,
6,Bruce Brown,26,20,0,530,8.6,16.9,0.511,1.7,5.5,0.316,6.9,11.4,0.605,0.563,4.0,4.7,0.857,1.4,6.2,7.7,3.6,2.0,0.9,2.2,4.7,23.0,119.0,110.0,
7,Jeff Green,36,20,0,343,4.1,9.2,0.452,1.3,4.1,0.321,2.8,5.0,0.559,0.524,2.5,2.8,0.895,0.9,3.7,4.6,2.1,0.7,1.0,1.3,6.4,12.2,116.0,114.0,
8,Christian Braun,21,19,0,247,4.9,9.3,0.533,0.4,2.1,0.2,4.5,7.2,0.629,0.556,2.3,3.9,0.579,2.5,5.6,8.0,2.3,2.3,0.8,2.1,6.0,12.6,111.0,110.0,
9,Reggie Jackson,32,6,0,18,2.8,5.6,0.5,2.8,5.6,0.5,0.0,0.0,,0.75,0.0,0.0,,0.0,5.6,5.6,5.6,2.8,0.0,2.8,0.0,8.5,114.0,110.0,
10,DeAndre Jordan,34,4,0,14,7.3,10.9,0.667,0.0,0.0,,7.3,10.9,0.667,0.667,3.6,7.3,0.5,0.0,14.5,14.5,3.6,0.0,3.6,7.3,7.3,18.2,85.0,107.0,
11,Peyton Watson,20,5,0,14,7.3,18.2,0.4,3.6,7.3,0.5,3.6,10.9,0.333,0.5,0.0,0.0,,3.6,10.9,14.5,3.6,0.0,3.6,3.6,7.3,18.2,98.0,108.0,
12,Zeke Nnaji,22,5,0,12,8.5,16.9,0.5,4.2,12.7,0.333,4.2,4.2,1.0,0.625,0.0,0.0,,0.0,8.5,8.5,0.0,4.2,0.0,4.2,0.0,21.2,92.0,105.0,
13,Ish Smith,34,4,0,12,4.2,8.5,0.5,0.0,0.0,,4.2,8.5,0.5,0.5,0.0,0.0,,0.0,4.2,4.2,4.2,0.0,0.0,0.0,8.5,8.5,122.0,117.0,
14,Vlatko Čančar,25,5,0,10,0.0,25.4,0.0,0.0,20.3,0.0,0.0,5.1,0.0,0.0,0.0,0.0,,0.0,15.2,15.2,5.1,0.0,0.0,0.0,0.0,0.0,15.0,112.0,
15,Thomas Bryant,25,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
